amenity_id:ID(Amenity),name:string,category:string,latitude:float,longitude:float,street:string,address:string,operator:string,:LABEL
node/11775251457,Hồ Học Lãm,bus_stop,10.7230654,106.6128069,Võ Văn Kiệt,,,Amenity;BusStop
node/11775271669,Cầu Nguyễn Văn Cừ,bus_stop,10.7559639,106.689258,Võ Văn Kiệt,,,Amenity;BusStop
node/11775271679,Đường số 13,bus_stop,10.7439348,106.6083542,Đường Số 34,,,Amenity;BusStop
node/11775271680,Đường số 34,bus_stop,10.7461817,106.6072826,Đường Số 1,,,Amenity;BusStop
node/11775271682,Địa ốc Phước Lộc,bus_stop,10.7485015,106.6118083,Tên Lửa,,,Amenity;BusStop
node/11775484695,Đường Tên Lửa,bus_stop,10.7478944,106.6115878,Đường Số 1,,,Amenity;BusStop
node/11775484713,Trường Cấp 3 Giồng Ông Tố,bus_stop,10.7846712,106.7573687,Nguyễn Thị Định,,,Amenity;BusStop
node/11775484738,Tôn Đản,bus_stop,10.755042,106.705753,Tôn Đản,,,Amenity;BusStop
node/11775484739,Tôn Đản,bus_stop,10.7561706,106.7053328,Vĩnh Hội,,,Amenity;BusStop
node/11775484740,Nhà thuốc Hữu Nghị,bus_stop,10.7561442,106.7030529,Vĩnh Hội,,,Amenity;BusStop
node/11775511382,Trường Trung học cơ sở Phú Mỹ,bus_stop,10.7925488,106.7121537,Ngô Tất Tố,"120B, Ngô Tất Tố",,Amenity;BusStop
node/11775511389,Chùa Giác Nguyên,bus_stop,10.759287,106.7013879,Đường số 41,,,Amenity;BusStop
node/11782827580,Trường Cao đẳng Sư phạm Trung ương Thành phố,bus_stop,10.7603143,106.6705192,Nguyễn Chí Thanh,,,Amenity;BusStop
node/11782827590,Công an Phường 8,bus_stop,10.750387,106.6796956,Đường Hưng Phú,,,Amenity;BusStop
node/11782827597,Kho 289,bus_stop,10.7411369,106.646917,Đường Bình Đông,,,Amenity;BusStop
node/11787207482,Hội quán Thanh niên,bus_stop,10.6772044,106.650462,Đường Văn Tiến Dũng,,,Amenity;BusStop
node/11787207533,Cua chữ S - 13/5 Nguyễn Ánh Thủ,bus_stop,10.8493733,106.6021664,Nguyễn Ảnh Thủ,,,Amenity;BusStop
node/11787207537,Trường Mẫu giáo Nai By,bus_stop,10.8575603,106.6275519,Đường Đông Bắc,,,Amenity;BusStop
node/11787207540,Huỳnh Thị Hai,bus_stop,10.8673149,106.635406,Dương Thị Mười,,,Amenity;BusStop
node/11787207561,Cua chữ S - 11/6A Nguyễn Ánh Thủ,bus_stop,10.8490925,106.6018468,Nguyễn Ảnh Thủ,,,Amenity;BusStop
node/11787220780,Cầu Bình Lợi,bus_stop,10.8230082,106.7040122,Phạm Văn Đồng,,,Amenity;BusStop
node/11787220783,Chùa Quan Âm,bus_stop,10.8475357,106.7480552,Phạm Văn Đồng,,,Amenity;BusStop
node/11787220789,Nhà hàng tiệc cưới Phố Đôi,bus_stop,10.8686879,106.763319,Phạm Văn Đồng,,,Amenity;BusStop
node/11789253329,Nhà hàng tiệc cưới Phố Đôi,bus_stop,10.867785,106.7624972,Phạm Văn Đồng,,,Amenity;BusStop
node/11789253334,Đình thần Bình Quới Đông,bus_stop,10.8478311,106.7479429,Phạm Văn Đồng,,,Amenity;BusStop
node/11789305172,Sân Golf Thủ Đức,bus_stop,10.868327,106.8138659,Hoàng Hữu Nam,,,Amenity;BusStop
node/11793308612,Đường 38,bus_stop,10.8430988,106.7309204,Hiệp Bình,,,Amenity;BusStop
node/11799114422,Nhà thờ Nam Hải,bus_stop,10.7375529,106.6709103,Đường Phạm Hùng,,,Amenity;BusStop
node/11799114427,Xóm Cháy,bus_stop,10.8218589,106.6787945,Nguyễn Kiệm,,,Amenity;BusStop
node/11799114443,Trạm cân số 1,bus_stop,10.8040974,106.5987619,Lê Đức Anh,,,Amenity;BusStop
node/11799344241,UBND Phường Bình Chiểu,bus_stop,10.8819382,106.7292434,Tỉnh lộ 43,,,Amenity;BusStop
node/11799344242,Chợ Bình Chiểu,bus_stop,10.8791271,106.7305142,Tỉnh lộ 43,,,Amenity;BusStop
node/11799344248,Chợ Bình Chiểu,bus_stop,10.8794886,106.7302546,,,,Amenity;BusStop
node/11799376670,Trần Đại Nghĩa,bus_stop,10.72265,106.5998768,Trần Đại Nghĩa,,,Amenity;BusStop
node/11799722403,Vành đai,bus_stop,10.7327198,106.624415,Đường số 23,,,Amenity;BusStop
node/11799722433,Cafe Venus,bus_stop,10.8415356,106.630459,Nguyễn Văn Quá,,,Amenity;BusStop
node/11802297390,Y tế Dự phòng - 100-102 Bà Hom,bus_stop,10.7552184,106.6288845,Bà Hom,,,Amenity;BusStop
node/11802297398,Khang Mỹ Lạc,bus_stop,10.7571323,106.585379,Tỉnh lộ 10,,,Amenity;BusStop
node/11802297410,UBND Xã Phạm Văn Hai,bus_stop,10.7752019,106.5429149,Trần Văn Giàu,,,Amenity;BusStop
node/11804187935,Đa Khoa Sài Gòn,bus_stop,10.7849421,106.5229645,Tỉnh Lộ 10,,,Amenity;BusStop
node/11809731183,Cầu Rạch Lăng,bus_stop,10.8162668,106.7006504,Phan Chu Trinh,,,Amenity;BusStop
node/11811394770,Bệnh viện Tân Hưng,bus_stop,10.7516593,106.695357,Trần Xuân Soạn,,,Amenity;BusStop
node/11811394786,Sân bóng đá mini Phú Mỹ,bus_stop,10.7377068,106.7287509,Nguyễn Thị Thập,,,Amenity;BusStop
node/11811394798,Cầu Rạch Ông,bus_stop,10.7515194,106.6930016,Trần Xuân Soạn / Hẻm 1005 Trần Xuân Soạn,,,Amenity;BusStop
node/11811394818,Phạm Văn Xảo,bus_stop,10.7883654,106.623726,Vườn Lài,,,Amenity;BusStop
node/11811792473,Minh Tâm,bus_stop,10.7881182,106.6292279,Vườn Lài,,,Amenity;BusStop
node/11812136288,Trạm xăng Hiệp Hòa,bus_stop,10.7954637,106.5578593,Đường Vĩnh Lộc,,,Amenity;BusStop
node/11812136289,UBND Xã Vĩnh Lộc B,bus_stop,10.7993207,106.5609522,Đường Vĩnh Lộc,,,Amenity;BusStop
node/11812136310,Bệnh viện Nhân Tâm,bus_stop,10.6529764,106.7294238,Đường Nguyễn Văn Tạo,,,Amenity;BusStop
node/11812136311,Chợ Bà Chồi,bus_stop,10.6501459,106.7303153,Đường Nguyễn Văn Tạo,,,Amenity;BusStop
node/11813095034,Cao Thắng,bus_stop,10.7712061,106.6773431,Điện Biên Phủ,,,Amenity;BusStop
node/11813127675,Nguyễn Cửu Phú,bus_stop,10.7560355,106.5864942,Nguyễn Cửu Phú,,,Amenity;BusStop
node/11813127683,Hưng Nhơn,bus_stop,10.7165307,106.5814315,Nguyễn Cửu Phú,,,Amenity;BusStop
node/11813897498,Cây xăng Trường Thạnh,bus_stop,10.8235834,106.8305114,Nguyễn Xiển,,,Amenity;BusStop
node/11813897511,Trường Mầm non Tuổi Hồng,bus_stop,10.8506264,106.7955991,Man Thiện,,,Amenity;BusStop
node/11813897520,Trường Mầm non Tuổi Hồng,bus_stop,10.8504404,106.7956035,,,,Amenity;BusStop
node/11837689902,Bến xe Thới An,bus_stop,10.8787603,106.648979,Lê Văn Khương,,,Amenity;BusStop
node/11837689903,Thới An 13,bus_stop,10.8817819,106.648741,Lê Văn Khương,,,Amenity;BusStop
node/11837689929,Chùa Hoàng Pháp,bus_stop,10.8965723,106.58207,Đường Lê Lợi,,,Amenity;BusStop
node/11837689950,Trường Tiểu học Nguyễn An Ninh,bus_stop,10.890847,106.5911822,Đường Lê Lợi,,,Amenity;BusStop
node/11837716873,Thới An 13,bus_stop,10.8812924,106.6486769,Lê Văn Khương,,,Amenity;BusStop
node/11837716929,Trường Tiểu học Bình Lợi,bus_stop,10.7630566,106.4946392,Vườn Thơm,,,Amenity;BusStop
node/11838346582,Công ty Bình An,bus_stop,10.7875189,106.7646237,Nguyễn Duy Trinh,,,Amenity;BusStop
node/11838346588,UBND Phường Phú Hữu,bus_stop,10.7912089,106.7978543,Nguyễn Duy Trinh,,,Amenity;BusStop
node/11838346593,Trường Trung học cơ sở Long Trường,bus_stop,10.801434,106.8115701,Nguyễn Duy Trinh,,,Amenity;BusStop
node/11838346594,Đường số 6,bus_stop,10.8037947,106.8147691,Nguyễn Duy Trinh,,,Amenity;BusStop
node/11838346595,UBND Phường Long Trường,bus_stop,10.8050653,106.8166418,Nguyễn Duy Trinh,,,Amenity;BusStop
node/11838346607,Trường Trung học cơ sở Long Trường,bus_stop,10.8018297,106.8119187,Nguyễn Duy Trinh,,,Amenity;BusStop
node/11838346617,Công ty Bình An,bus_stop,10.7878413,106.7655598,Nguyễn Duy Trinh,,,Amenity;BusStop
node/11845929814,Rửa xe Ba Lực,bus_stop,10.8677077,106.7446783,Tam Châu,,,Amenity;BusStop
node/11845929830,Bãi xe Phường Bình Thọ,bus_stop,10.8511323,106.7564545,Hẻm 24 Đường Võ Văn Ngân,,,Amenity;BusStop
node/11845929833,Công ty Dệt Việt Thắng,bus_stop,10.8582637,106.777512,,,,Amenity;BusStop
node/11845929851,Bệnh viện Ung Bướu,bus_stop,10.8058426,106.6969147,Nguyễn Huy Lượng,,,Amenity;BusStop
node/11845929858,Trường Tiểu học Nguyễn Trung Trực,bus_stop,10.8520669,106.7548198,Kha Vạn Cân,,,Amenity;BusStop
node/11846011872,Mạc Đĩnh Chi,bus_stop,10.7869617,106.6980755,Hẻm 100 Đường Nguyễn Đình Chiểu,,,Amenity;BusStop
node/11847376738,UBND Thành phố Thủ Đức,bus_stop,10.7774667,106.7567301,Phan Văn Đáng,,,Amenity;BusStop
node/11847376740,Đường 122,bus_stop,10.8257566,106.7658413,Tây Hòa,,,Amenity;BusStop
node/11847376743,Đường 61,bus_stop,10.8286624,106.7727124,Tăng Nhơn Phú,,,Amenity;BusStop
node/11847376764,Đường 61,bus_stop,10.8284257,106.7724287,Tăng Nhơn Phú,,,Amenity;BusStop
node/11847381521,Đường Hoàng Ngân,bus_stop,10.7243446,106.6199343,Đường An Dương Vương,,,Amenity;BusStop
node/11861142573,Ngã tư Kênh Nhật Bản - Hồng Hà,bus_stop,10.8136509,106.6741609,Hồng Hà,,,Amenity;BusStop
node/11861142590,Ngã tư Nguyễn Giản Thanh,bus_stop,10.7820214,106.6637133,Trường Sơn,,,Amenity;BusStop
node/11861142592,Trường Trung học phổ thông Nguyễn Du,bus_stop,10.7792461,106.6623777,Đồng Nai,,,Amenity;BusStop
node/11862427836,Khu dân cư Kỷ Nguyên,bus_stop,10.7049493,106.7352155,Phạm Hữu Lầu,,,Amenity;BusStop
node/11862427839,Nguyễn Hữu Thọ,bus_stop,10.6975138,106.7186123,Phạm Hữu Lầu,,,Amenity;BusStop
node/11862427842,Bệnh viện Huyện Nhà Bè,bus_stop,10.7045982,106.703706,Lê Văn Lương,,,Amenity;BusStop
node/11862427862,Nguyễn Hữu Thọ,bus_stop,10.6974544,106.7186931,Phạm Hữu Lầu,,,Amenity;BusStop
node/11862438469,Đình Đức Hưng Thạnh,bus_stop,10.6754476,106.7414103,Nguyễn Bình,,,Amenity;BusStop
node/11866556381,UBND Phường Phú Mỹ,bus_stop,10.7137763,106.734921,Hoàng Quốc Việt,,,Amenity;BusStop
node/11866556406,Bến đò Rạch Cát,bus_stop,10.7159406,106.631749,Phạm Thế Hiển,,,Amenity;BusStop
node/11868138078,Trường Trung học phổ thông Long Trường,bus_stop,10.8170406,106.8108697,Lã Xuân Oai,,,Amenity;BusStop
node/11868138082,Cầu vượt Gò Dưa,bus_stop,10.8673467,106.7338367,Đường số 11,,,Amenity;BusStop
node/11868700596,Cao đẳng Cảnh sát Nhân dân 2,bus_stop,10.8423293,106.820468,Nguyễn Văn Tăng,,,Amenity;BusStop
node/11868700607,Tòa nhà Somerset,bus_stop,10.7777592,106.7564259,Phan Văn Đáng,,,Amenity;BusStop
node/11868700609,Diamond Island,bus_stop,10.7774852,106.7465606,Trần Quý Kiên,,,Amenity;BusStop
node/11868700613,Chợ Dân Sinh,bus_stop,10.7662108,106.6994332,Ký Con,,,Amenity;BusStop
node/11868700614,Sở Giao dịch Chứng khoán,bus_stop,10.7687202,106.70154,Nguyễn Công Trứ,,,Amenity;BusStop
node/11868700624,Công ty Transimex,bus_stop,10.8217469,106.7933986,Đường D2,,,Amenity;BusStop
node/11868700632,Cao đẳng Cảnh sát Nhân dân 2,bus_stop,10.8425593,106.8199362,Nguyễn Văn Tăng,,,Amenity;BusStop
node/11868700639,TTTM Vincom,bus_stop,10.8426087,106.8424918,Đường D2A,,,Amenity;BusStop
node/11868700643,Đối diện tòa nhà S10.05,bus_stop,10.8474052,106.8395208,,,,Amenity;BusStop
node/11944303584,WinMart,supermarket,10.8654316,106.6644834,Đường Thạnh Xuân 13,"Đường Thạnh Xuân 13, Quận 12, Hồ Chí Minh",,Amenity;Supermarket
node/12107239311,Trường Trung học phổ thông Đông Dương,school,10.8568125,106.6793107,Hà Huy Giáp,"103, Hà Huy Giáp",,Amenity;School
node/12196463120,Parc Spring,park,10.7912739,106.7714492,Đường Hồ Thị Nhung,"Đường Hồ Thị Nhung, Thành phố Thủ Đức, Hồ Chí Minh",,Amenity;Park
node/12212047744,Nhà thờ Tân Xa Châu,bus_stop,10.7972677,106.66422,Lê Văn Sỹ,,,Amenity;BusStop
node/12212047751,Hẻm 36 Nguyễn Gia Tri,bus_stop,10.8026872,106.7157936,Nguyễn Gia Trí,,,Amenity;BusStop
node/12216140086,Ký túc xá Đại học Sư phạm Kỹ thuật,bus_stop,10.8458454,106.7963688,Lê Văn Việt,,,Amenity;BusStop
node/12235053238,Đối diện UBND Xã Phước Hiệp,bus_stop,10.9896707,106.4513649,Phan Văn Khải,,,Amenity;BusStop
node/12237338972,Bệnh viện Bình Chánh,bus_stop,10.6904169,106.5864029,,,,Amenity;BusStop
node/12241385888,Chung cư Vista Verde,bus_stop,10.7757754,106.7558717,Trương Văn Bang,,,Amenity;BusStop
node/12241505434,Đối diện bãi xe nổi P01,bus_stop,10.8362158,106.8418111,Cầu Vồng,,,Amenity;BusStop
node/12249396552,Phim cách nhiệt nhà kính NanoX,supermarket,10.8460221,106.7103906,Đường số 34,"2, Đường số 34, P. Hiệp Bình Phước, TP. Thủ Đức, TP. Hồ Chí Minh",dán kính cách nhiệt NanoX,Amenity;Supermarket
node/1226533643,Trung tâm Văn hóa Quận Phú Nhuận,bus_stop,10.7952035,106.6760157,Nguyễn Văn Trỗi,,,Amenity;BusStop
node/12298428762,Annam Gourmet,supermarket,10.7769683,106.7551554,,,,Amenity;Supermarket
node/12299044714,Nam An Market,supermarket,10.7804412,106.7350838,,,,Amenity;Supermarket
node/12337076679,Ngã ba Phú Mỹ,bus_stop,11.0153979,106.6764009,Huỳnh Văn Lũy,,,Amenity;BusStop
node/12337076690,Tòa nhà Becamex,bus_stop,10.9752678,106.6712309,,,,Amenity;BusStop
node/12337076694,Bến xe khách tỉnh Bình Dương(Trung tâm gdtx bình dương),bus_stop,10.9668398,106.6690907,Đường 30 Tháng 4,,,Amenity;BusStop
node/12345191066,MIDORI PARK,bus_stop,11.0703866,106.6800884,Đường Lý Thái Tổ,,,Amenity;BusStop
node/12345197707,Golden Center City,bus_stop,11.1452526,106.6003075,Quốc lộ 13,,,Amenity;BusStop
node/12345942977,Golden Center City,bus_stop,11.1458132,106.6001777,Quốc lộ 13,,,Amenity;BusStop
node/12345973831,Trường Tiểu học Dĩ An,bus_stop,10.9114901,106.7697497,Nguyễn An Ninh,,,Amenity;BusStop
node/12345973847,Trường Tiểu học Dĩ An,bus_stop,10.9116105,106.7695889,Nguyễn An Ninh,,,Amenity;BusStop
node/12351174664,WinMart,supermarket,10.7781697,106.7471246,,,,Amenity;Supermarket
node/12435161726,Ga An Phú,bus_stop,10.8019861,106.7420687,Song Hành Võ Nguyên Giáp,,,Amenity;BusStop
node/12435161727,The Estella,bus_stop,10.8000113,106.7480658,Đường Số 24,,,Amenity;BusStop
node/12435161730,Liên Phường,bus_stop,10.8045624,106.8000027,Bưng Ông Thoàn,,,Amenity;BusStop
node/12435161733,The Estella,bus_stop,10.8006927,106.7485636,,,,Amenity;BusStop
node/12435545041,The Vista,bus_stop,10.8048503,106.7506792,Đường Giang Văn Minh,,,Amenity;BusStop
node/12435545063,Trụ sở Ban điều hành Khu phố 4,bus_stop,10.7938107,106.7352895,Vành Đai Tây,,,Amenity;BusStop
node/12435545069,Trường chuyên Trần Đại Nghĩa,bus_stop,10.784139,106.7376599,Đặng Đình Tướng,,,Amenity;BusStop
node/12435545075,Khu đô thị An Phú,bus_stop,10.7983945,106.7369968,Đường Nguyễn Quý Cảnh,,,Amenity;BusStop
node/12435545077,Cư xá Thanh Đa - Lô P,bus_stop,10.8131577,106.7205418,Thanh Đa,,,Amenity;BusStop
node/12435545078,Trường Đại học Giao thông Vận tải Thành phố Hồ Chí Minh,bus_stop,10.8040685,106.7171803,Võ Oanh,,,Amenity;BusStop
node/12437015524,Học viện cán bộ Thành phố Hồ Chí Minh - Cổng 6,bus_stop,10.8110266,106.7023217,Chu Văn An,,,Amenity;BusStop
node/12437015541,Kho SAM - Công ty Gilimex,bus_stop,10.8398928,106.7769377,Trương Văn Hải,,,Amenity;BusStop
node/12437015561,Đường Nam Hoà,bus_stop,10.8273635,106.7620865,Song Hành Võ Nguyên Giáp,,,Amenity;BusStop
node/12437183251,Công ty Bao bì Carton Gấp nếp Vina Toyo,bus_stop,10.8873155,106.7706608,Đường số 9,,,Amenity;BusStop
node/12437183255,Tổng Công ty Việt Thắng,bus_stop,10.8596463,106.776052,Linh Trung,,,Amenity;BusStop
node/12437183268,Trường Mầm non Bình Thọ,bus_stop,10.8433073,106.7685816,Thống Nhất,,,Amenity;BusStop
node/12437183274,Đường Nguyễn Công Trứ,bus_stop,10.8478952,106.7712816,Thống Nhất,,,Amenity;BusStop
node/12437183286,Chùa Sùng Đức,bus_stop,10.8341464,106.7603986,Đường số 3,,,Amenity;BusStop
node/12437183288,Cầu Nhà Trà,bus_stop,10.8447972,106.7533675,Đường Số 11,,,Amenity;BusStop
node/12437183294,Trung tâm Sát hạch Loại III,bus_stop,10.8470784,106.7572471,Đường Số 9,,,Amenity;BusStop
node/12450862520,STELLAR 9 LAKE,park,10.8752974,106.8217369,,,,Amenity;Park
node/12466924619,Lê Thị Hà 06,bus_stop,10.8791661,106.599366,Lê Thị Hà,,,Amenity;BusStop
node/12542241193,Chung cư Flora Anh Đào,bus_stop,10.806143,106.7783157,Đường D3,,,Amenity;BusStop
node/12546141701,Mini stop,supermarket,10.7680533,106.6984934,Nguyễn Thái Bình,,,Amenity;Supermarket
node/12558432021,Chả cua Huế,supermarket,10.79726,106.6182984,Đỗ Công Tường,"38, Đỗ Công Tường, Tân Phú, Phường Tân Quý",Chả cua Huế,Amenity;Supermarket
node/12558433787,Shop Vinafood,supermarket,10.7972833,106.6184076,Đỗ Công Tường,"36, Đỗ Công Tường, Tân Phú, Phường Tân Quý",Vinafood.Shop,Amenity;Supermarket
node/12563213356,Bách Hóa XANH,supermarket,10.7611331,106.6307838,Đường Lương Minh Nguyệt,"34, Đường Lương Minh Nguyệt, Quận Tân Phú, Ho Chi Minh City",Bách Hóa Xanh,Amenity;Supermarket
node/12564990769,Túi Giấy Giá Rẻ,supermarket,10.7631261,106.5995005,Chiến Lược,"428/3, Chiến Lược, Bình Tân",,Amenity;Supermarket
node/12606376174,Chợ Cây Quéo,market,10.8089294,106.6868754,Hoàng Hoa Thám,"Hoàng Hoa Thám, Bình Thạnh",,Amenity;Market
node/12622902601,Bach hoa XANX,supermarket,10.7934,106.7067969,Phan Văn Hân,,,Amenity;Supermarket
node/12633673701,AEON Tạ Quang Bửu,supermarket,10.7403675,106.6782814,,,,Amenity;Supermarket
node/12647208019,Hồ Sen Súng,park,10.8398452,106.8415826,Đường D9,"28, Đường D9, Thủ Đức, Thủ Đức",Vintage Taste Deli Cafe,Amenity;Park
node/12701585646,Điện thoại VT Mobile,supermarket,10.8053618,106.6977165,Lê Quang Định,"71B, Lê Quang Định, Quận Bình Thạnh, TP Hồ Chí Minh",VT Mobile,Amenity;Supermarket
node/12707715425,Bách hóa XANH.COM,supermarket,10.8591365,106.6179405,Đường Tô Ký,,,Amenity;Supermarket
node/1271240159,Chùa Vĩnh Phước,bus_stop,10.8319835,106.6218512,Trường Chinh,"19/1, Trường Chinh",,Amenity;BusStop
node/1271240171,Ngã tư Phú Nhuận,bus_stop,10.7991173,106.6791544,Hoàng Văn Thụ,,,Amenity;BusStop
node/1274090728,Trường Đại Học Ngân Hàng,college_university,10.7704853,106.7047872,Hồ Tùng Mậu,,,Amenity;CollegeUniversity
node/12767882492,Trung tâm Nghiên cứu & Triển khai Công nghệ Bức xạ,bus_stop,10.8904348,106.7684073,Đường Số 11,,,Amenity;BusStop
node/12767882496,Trung tâm Nghiên cứu & Triển khai Công nghệ Bức xạ,bus_stop,10.890858,106.7680825,Đường Số 11,,,Amenity;BusStop
node/12767882497,Trường Trung học phổ thông Đào Sơn Tây,bus_stop,10.8792357,106.7746106,Đường số 8,,,Amenity;BusStop
node/12767885201,Đường số 11,bus_stop,10.8371044,106.7521042,Đường số 2,,,Amenity;BusStop
node/12767885202,Cảng Phúc Long,bus_stop,10.8356293,106.7537326,Đường số 2,,,Amenity;BusStop
node/12799703815,Kingfoodmart,supermarket,10.7514182,106.6186133,Đường số 7,,,Amenity;Supermarket
node/12815969466,Trường THCS Nguyễn An Ninh,school,10.8484423,106.6159438,Song Hành Quốc Lộ 22,"36, Song Hành Quốc Lộ 22, Quận 12",,Amenity;School
node/12871231499,Sacombank Head Office,bus_stop,10.7875383,106.6865035,Nam Kỳ Khởi Nghĩa,,,Amenity;BusStop
node/12871242808,Thân Văn Nhiếp,bus_stop,10.7901098,106.754286,Nguyễn Thị Định,,,Amenity;BusStop
node/12871242810,Chung Cư The Eastern,bus_stop,10.8042395,106.7975538,Liên Phường,,,Amenity;BusStop
node/12878285661,Nam An Market,supermarket,10.8032814,106.7375898,Thảo Điền,"21, Thảo Điền, Thành Phố Thủ Đức",,Amenity;Supermarket
node/12883866029,Trường Trung học cơ sở An Phú,bus_stop,10.8079928,106.7510959,Đường An Phú,,,Amenity;BusStop
