result_set_id,user_id,raw_query,n_hits,hit_listing_ids,ground_truth_listing_ids,live_pred_listing_ids
rs_300170,usr_1067,"cần mua căn hộ 2 phòng ngủ ở Phường Cầu Ông Lãnh để ở, dưới 2.1 tỷ, gần trường học",5,45104453;44870935;44888200;44483330;44391654,45104453;44870935;44888200;45057652;44840033;44976878;43927670;44483330;44791321;44391654,44483330;44870935;45257827;44888200;45104453;44881140;44826909;44391654;44615822;44668223
rs_300171,usr_1068,"thuê nhà đất Phường Gò Vấp 2 phòng ngủ dưới 7.2 tỷ, gần bến xe buýt",2,45075802;44684469,45075802;44684469;45124613;45261487;45253348;45119935;44872041;45237438;45250648;45063348,45267976;45071367;45265868;45075802;45266627;45132591;45256206;44684469;45263425;45267208
rs_300172,usr_1068,"nhà đất Phường Bình Tân dưới 7.2 tỷ cho thuê gần metro, 2 phòng ngủ, gần bến xe buýt",0,,45074990;45232540;45080258;45200941;45066544;45138082;44984622;44928768;44892290;44274637,45250342;45269300;45256146;45250656;45256250;45256231;45256237;45050264;45137798;45270265
rs_300173,usr_1068,"tìm phòng căn hộ ở Phường An Khánh dưới 7.2 tỷ, 2 phòng ngủ, gần bến xe buýt",6,45209742;45040477;45040159;45040043;42091112;45032566,45032480;45209742;45040477;45040570;34061984;40990762;45040159;45040043;42091112;45032566,45153972;44333099;44850086;45040043;45040159;45209742;42091112;45032566;45040477;44043317
rs_300174,usr_1069,"thuê nhà đất Xã Hiệp Phước 1 phòng ngủ dưới 2.7 tỷ, có sân thể thao",4,44385645;44261451;44378630;44089093,44945779;43821501;44200919;44385645;44261451;44593189;44378630;45191674;45261598;44089093,44597730;44261451;44522452;44089093;44378630;44385645;44940395;44448882;45191212;44233647
rs_300175,usr_1069,"cần thuê nhà đất Phường Tân Sơn full nội thất, dưới 2.7 tỷ, 1 phòng ngủ, có sân thể thao",6,45039538;45257389;45138363;44466877;44421523;44756981,44393683;45039538;45257389;45138363;44466877;44421523;45248809;44756981;45249096;45097499,44756981;44466877;45257389;44421523;45138363;45203396;45177340;45039538;45178962;43517747
rs_300176,usr_1070,"nhà ở Phường Tân Sơn Nhì thoáng mát 3pn, dưới 2.4 tỷ, gần trường học",7,45088511;45223953;45268290;45267186;45139147;45056721;44218641,45088511;45223899;45223953;45024829;45268290;45142009;45267186;45139147;45056721;44218641,45267186;45268290;45137965;45088511;45056721;44218641;45139147;44903222;45223953;45016308
rs_300177,usr_1070,"cần mua nhà đất 3 phòng ngủ ở Phường Bình Hưng Hòa để ở, dưới 2.4 tỷ, gần trường học",5,44585936;45104084;44609746;45067446;45138226,44585936;45213691;45247355;45104084;44695109;45039093;44609746;45067446;45138226;45115150,45256237;44585936;44609746;45223231;44970216;44962221;45138226;45067446;45104084;45200912
rs_300178,usr_1071,"nhà ở Phường Cầu Ông Lãnh thoáng mát 2pn, dưới 5.6 tỷ, có hồ bơi",3,44870935;45057652;45104453,44870935;44888200;45057652;44976878;45104453;44881140;44840033;44483330;44791321;43927670,44668223;44615822;45188564;45057652;45257827;44870935;45104453;44803935;44428066;44391654
rs_300179,usr_1071,"căn hộ Phường Cầu Ông Lãnh dưới 5.6 tỷ cho gia đình, 2 phòng ngủ, có hồ bơi",5,44870935;44888200;45104453;44881140;44483330,44870935;44888200;45057652;44976878;45104453;44881140;44840033;44483330;44791321;43927670,44870935;44888200;45104453;44483330;45257827;44881140;44826909;44827098;43471444;44753008
rs_300180,usr_1072,"tìm phòng nhà đất ở Phường Bình Trị Đông dưới 2.3 tỷ, 1 phòng ngủ, có hồ bơi",4,45251495;45264890;45269189;45250656,45193938;45190121;45181375;45092572;45124344;44865186;45251495;45264890;45269189;45250656,45264890;45256250;45256231;45256146;45257711;45251495;45250342;45250656;45269189;45186061
rs_300181,usr_1072,"thuê căn hộ Phường Thạnh Mỹ Tây 1 phòng ngủ dưới 2.3 tỷ, có hồ bơi",8,45102500;45149520;45113783;44290256;44049181;45132364;43161489;45110563,45102500;45149520;45113783;44290256;44049181;44596035;45132364;43161489;44709669;45110563,44049181;45149520;44050164;43161489;45113783;44290256;45132364;45102262;45102500;45110563
rs_300182,usr_1072,"thuê nhà đất Phường Bình Trị Đông 1 phòng ngủ dưới 2.3 tỷ, có hồ bơi",1,45264890,45193938;45190121;45181375;45092572;45124344;44865186;45251495;45264890;45269189;45250656,45186061;45185949;44954094;45256250;45264890;45061303;45052563;44870565;45194695;44751866
rs_300183,usr_1073,"tìm nhà đất Xã Nhà Bè dưới 2.3 tỷ gần trường học, 2 phòng ngủ, có phòng gym",2,45200975;45203517,45200975;45203517;44315816;45132003;44949894;44014157;44963713;45069226;45143889;39465019,45200975;44582359;45236705;45206999;44945779;45056553;45193243;45203517;43821501;44564031
rs_300184,usr_1073,"tìm nhà đất Xã Nhà Bè dưới 2.3 tỷ gần trường học, 2 phòng ngủ, có phòng gym",2,45200975;45203517,45200975;45203517;44315816;45132003;44949894;44014157;44963713;45069226;45143889;39465019,45200975;45206999;44582359;45236705;45056553;45203517;45193243;44945779;44637401;43821501
rs_300185,usr_1073,"nhà đất Xã Nhà Bè dưới 2.3 tỷ cho gia đình, 2 phòng ngủ, có phòng gym",1,45069226,45200975;45203517;44315816;45132003;44949894;44014157;44963713;45069226;45143889;39465019,45140583;45253417;45261598;44572247;44378630;44385645;45069226;44089093;45054263;45159575
rs_300186,usr_1074,"nhà đất Phường Bình Lợi Trung dưới 7.4 tỷ cho thuê gần metro, 2 phòng ngủ, gần trường học",6,45224328;45205900;45025539;44150181;44871874;45265794,45224328;45205900;45000100;45025539;45222316;44150181;44871874;45265794;43216915;45179428,45265794;44871874;45262066;45264187;44150181;45025539;44867301;44538130;45224328;45205900
rs_300187,usr_1074,"nhà đất Phường Bình Lợi Trung dưới 7.4 tỷ cho thuê gần metro, 2 phòng ngủ, gần trường học",6,45224328;45205900;45025539;44150181;44871874;45265794,45224328;45205900;45000100;45025539;45222316;44150181;44871874;45265794;43216915;45179428,45265794;45262066;44871874;45264187;44150181;45025539;44867301;44538130;45224328;45205900
rs_300188,usr_1075,"cần thuê nhà đất Phường Linh Xuân full nội thất, dưới 2.7 tỷ, 2 phòng ngủ, gần trường học",5,45215261;44755959;45267067;44895598;44209474,45215261;44755959;45267067;45070876;44895598;44209474;45073001;44448048;45246086;44330887,44755959;44209474;45215261;45267067;45115150;44895598;44781986;45158302;42599412;44652527
rs_300189,usr_1075,"cần thuê nhà đất Phường Linh Xuân full nội thất, dưới 2.7 tỷ, 2 phòng ngủ, gần trường học",5,45215261;44755959;45267067;44895598;44209474,45215261;44755959;45267067;45070876;44895598;44209474;45073001;44448048;45246086;44330887,44755959;44209474;45215261;45267067;45115150;44895598;44781986;45158302;42599412;44652527
rs_300190,usr_1076,"cần mua căn hộ 2 phòng ngủ ở Phường Bình Thạnh để ở, dưới 2.3 tỷ, có bãi đỗ xe",2,44256714;45246408,44256714;44202944;45246408;45232003;45261561;43544584;45090623;45232260;45184505;43824759,44256714;44922077;45189967;45100513;44466982;45095425;45184650;45155376;44623291;45246408
rs_300191,usr_1076,"căn hộ Phường Tân Bình dưới 2.3 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, có bãi đỗ xe",2,45100513;44732031,45100513;44732031;43612771;44506557;43229879;43900461;44554063;45220203;44805680;43272904,45100513;45221253;44456711;44732031;45204859;45215996;45042578;45039538;44995391;44973643
rs_300192,usr_1076,"tìm căn hộ Phường Bình Thạnh dưới 2.3 tỷ gần trường học, 2 phòng ngủ, có bãi đỗ xe",1,45246408,44256714;44202944;45246408;45232003;45261561;43544584;45090623;45232260;45184505;43824759,45246408;43927551;45266795;45025539;45149520;44049181;45266012;44871874;44150181;44282818
rs_300193,usr_1077,"nhà đất Phường An Phú Đông dưới 6.3 tỷ cho thuê lại được, 1 phòng ngủ, gần trung tâm thương mại",2,44619715;45226530,45236207;45120025;45071210;45127270;44390382;44619715;45220098;45235509;45226530;45004927,44619715;45197139;45178705;45226530;44139929;45016734;44269504;45199407;44994501;44827360
rs_300194,usr_1077,"mua căn hộ đầu tư ở Phường Tân Thuận pháp lý rõ ràng, dưới 6.3 tỷ, 1 phòng ngủ, gần trung tâm thương mại",3,45100589;44574182;44335474,45100589;45151230;44574182;44440058;44643381;44281973;44186994;43632247;42962075;44335474,44335474;44525010;44574182;45267919;45143438;45268380;44558312;45100589;44953673;44487371
rs_300195,usr_1078,"cần mua nhà đất 2 phòng ngủ ở Phường An Hội Tây để ở, dưới 6.2 tỷ, có bãi đỗ xe",3,45255747;45085092;45258990,45255747;45085092;45190237;45258990;45247172;45245193;45241462;45202884;44907090;44950030,45071367;45255747;45251031;45085092;45075817;45266627;45258990;45267089;45256975;45102022
rs_300196,usr_1078,"tìm căn hộ Phường Bến Thành dưới 6.2 tỷ gần trường học, 2 phòng ngủ, có bãi đỗ xe",5,43959995;44868190;45014857;43481818;44186979,43959995;44870654;44868190;45014857;43481818;43940956;44416135;44186979;44482740;44041038,43959995;44186979;44868190;43481818;44886937;45014857;44825135;44823393;44464695;44838130
rs_300197,usr_1079,"tìm nhà đất Phường An Phú Đông dưới 6.0 tỷ gần trường học, 2 phòng ngủ",3,45127270;44269504;45120025,45127270;44390382;44670333;45083827;44269504;45192019;44639724;45180546;45236207;45120025,45016734;45250947;45120025;45016136;44619715;45127270;44269504;44139929;45226530;45178705
rs_300198,usr_1079,"tìm nhà đất Phường Chợ Quán dưới 6.0 tỷ gần trường học, 2 phòng ngủ",3,43797634;45270087;45127331,45093376;45218235;45114247;43797634;44490909;45270087;44829093;45127331;43788665;44018332,43797634;45119127;45270087;44819746;44656554;44125552;44461404;45209835;43172287;45127331
rs_300199,usr_1080,"cần mua nhà đất 2 phòng ngủ ở Phường Vũng Tàu để ở, dưới 24.2 tỷ, có sân thể thao",2,45249483;44931890,43122633;44958409;45249483;44931890;42807823;44869947;45186062;44751866;44775919;45105664,45249483;45263889;42177453;44914549;45251169;44468892;45251420;44931890;45148623;44772974
rs_300200,usr_1080,"cần mua nhà đất 2 phòng ngủ ở Phường Phú Thạnh để ở, dưới 24.2 tỷ, có sân thể thao",0,,45077787;45154817;45268305;45255721;45263618;45255784;45176450;45144435;45204163;45223742,45253098;43900461;45152823;44810753;42177453;44843875;45266104;45262776;44400867;44845494
rs_300201,usr_1081,"tìm nhà đất Phường Phú Định dưới 7.7 tỷ gần trường học, 2 phòng ngủ",4,44743197;45269276;45131129;45169945,45237780;45154879;44693702;45225478;45111637;44743197;45231828;45269276;45131129;45169945,45131129;42886620;45269276;45169945;43634809;45141155;43662693;44743197;44372189;45116396
rs_300202,usr_1081,"cần mua nhà đất 2 phòng ngủ ở Phường Phú Định để ở, dưới 7.7 tỷ, gần trường học",5,45111637;44743197;45269276;45131129;45169945,45237780;45154879;44693702;45225478;45111637;44743197;45231828;45269276;45131129;45169945,45131129;43634809;45269276;45169945;42886620;45141155;43662693;44743197;44372189;45111637
rs_300203,usr_1081,"nhà đất Phường Phú Định dưới 7.7 tỷ cho gia đình, 2 phòng ngủ, gần trường học",4,44743197;45269276;45131129;45169945,45237780;45154879;44693702;45225478;45111637;44743197;45231828;45269276;45131129;45169945,45131129;45269276;42886620;45169945;43634809;45141155;44743197;43662693;45116396;44372189
rs_300204,usr_1082,"cần mua nhà đất 2 phòng ngủ ở Xã Nhà Bè để ở, dưới 6.9 tỷ, gần trường học",1,45054263,44949894;45268965;45054263;44962142;45200975;44797709;43697094;44995869;44489869;44066576,44572247;44385645;45261598;44378630;45253417;45159575;45054263;45253260;45140583;44598931
rs_300205,usr_1082,"nhà đất Xã Nhà Bè dưới 6.9 tỷ cho gia đình, 2 phòng ngủ, gần trường học",1,45054263,44949894;45268965;45054263;44962142;45200975;44797709;43697094;44995869;44489869;44066576,45261598;44572247;44385645;45159575;44378630;45253417;45253260;44598931;45140583;45054263
rs_300206,usr_1083,"nhà đất Phường Bình Trưng dưới 2.2 tỷ dòng tiền tốt, 2 phòng ngủ, gần trường học",4,45004726;44900702;44317266;45064603,45177268;45025394;44871770;45004726;44900702;44317266;44874488;45064603;44133946;45248655,45101997;45103700;45263812;45060998;45064603;44317266;45004726;44900702;45125918;45189282
rs_300207,usr_1083,"tìm nhà đất Phường Bình Trưng dưới 2.2 tỷ tiềm năng tăng giá, 2 phòng ngủ, gần trường học",4,45004726;44900702;44317266;45064603,45177268;45025394;44871770;45004726;44900702;44317266;44874488;45064603;44133946;45248655,45101997;45103700;45263812;45060998;45064603;44317266;45004726;44900702;45125918;44970036
rs_300208,usr_1083,"nhà đất Phường Bình Trưng dưới 2.2 tỷ dòng tiền tốt, 2 phòng ngủ, gần trường học",4,45004726;44900702;44317266;45064603,45177268;45025394;44871770;45004726;44900702;44317266;44874488;45064603;44133946;45248655,45101997;45103700;45263812;45060998;45064603;44317266;45004726;44900702;45125918;45189282
rs_300209,usr_1084,"nhà ở Phường Bình Lợi Trung thoáng mát 2pn, dưới 5.8 tỷ, gần trường học",6,45224328;45205900;45025539;44871874;45265794;45264187,45224328;45205900;45000100;45025539;44150181;44871874;45265794;44538130;45239592;45264187,45265794;45264187;44871874;45205900;45262066;45224328;44282818;44867301;45025539;45146527
rs_300210,usr_1084,"nhà đất Phường Thông Tây Hội dưới 5.8 tỷ cho gia đình, 2 phòng ngủ, gần trường học",1,45088684,44790683;45157309;45088684;44979444;44506594;45232601;45011234;45012028;45193895;45160333,45256206;45265868;45132591;45269042;45256356;45255230;45088684;44800993;44961717;45240363
rs_300211,usr_1084,"nhà đất Phường Thông Tây Hội dưới 5.8 tỷ cho gia đình, 2 phòng ngủ, gần trường học",1,45088684,44790683;45157309;45088684;44979444;44506594;45232601;45011234;45012028;45193895;45160333,45256206;45265868;45132591;45269042;45256356;45255230;45088684;44800993;44961717;45240363
rs_300212,usr_1085,"nhà ở Phường Tân Sơn Hòa thoáng mát 1pn, dưới 29.1 tỷ, có phòng gym",4,42045091;45260350;44793585;45108854,42045091;45260350;44756621;44432789;44445558;44793585;45160107;45246455;45108854;44538856,45260350;42045091;44793585;45205934;45037137;45108854;45019799;44454285;45210079;45181110
rs_300213,usr_1085,"nhà ở Phường Tân Sơn Hòa thoáng mát 1pn, dưới 29.1 tỷ, có phòng gym",0,,42045091;45260350;44756621;44432789;44445558;44793585;45160107;45246455;45108854;44538856,43696637;43589492;45260467;44404341;43715977;44719109;44843875;45113783;45162235;44333099
rs_300214,usr_1086,"cần mua nhà đất 2 phòng ngủ ở Phường Thới An để ở, dưới 3.0 tỷ, gần trường học",1,44790560,44790560;45202146;44962250;44837259;45149696;44781986;44855408;44364238;44816274;45091675,45265219;45151537;45111612;45257346;45266745;45251312;45255012;45109121;45236774;44790560
rs_300215,usr_1086,"nhà đất Phường Bình Trị Đông dưới 3.0 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần trường học",6,45256231;44865186;45251495;45269189;45250656;45256146,45092572;45256231;44865186;45251495;45269189;45250656;45256146;44652527;44954094;45233147,45256250;45256231;45256146;45264890;45250342;45251495;45250656;44865186;45257711;45269189
rs_300216,usr_1087,"nhà đất Phường Thủ Đức dưới 7.9 tỷ cho gia đình, 1 phòng ngủ, gần metro",0,,45247385;45243957;45236756;45050074;45212565;45197229;45138441;45058103;45026281;45220146,45266517;45070876;45265156;44963337;45263200;45253524;44935139;42379055;45267067;45157460
rs_300217,usr_1087,"nhà ở Phường Bình Tân thoáng mát 1pn, dưới 7.9 tỷ, gần metro",0,,45118179;45074990;45232540;45080258;45200941;45066544;45138082;44984622;44928768;44892290,44466982;45206360;45227842;44977392;43161489;44018090;44935352;45224178;45263200;45129450
rs_300218,usr_1087,"cần mua nhà đất 1 phòng ngủ ở Phường Thủ Đức để ở, dưới 7.9 tỷ, gần metro",6,45247385;45236756;45212565;45138441;45058103;45026281,45247385;45243957;45236756;45050074;45212565;45197229;45138441;45058103;45026281;45220146,45138441;45077279;45026281;45212565;45236756;45247385;45070876;44627527;45058103;43869611
rs_300219,usr_1088,"cần mua căn hộ 2 phòng ngủ ở Phường Long Bình để ở, dưới 2.7 tỷ, gần trường học",3,44403119;44239561;45266104,44988313;45219182;44403119;45235201;43317425;43339881;43241856;44239561;45266104;43880424,44922077;45095425;44130737;44238591;45266104;44456711;44239561;44403119;45197190;45162235
rs_300220,usr_1088,"nhà ở Phường Long Bình thoáng mát 2pn, dưới 2.7 tỷ, gần trường học",1,45266104,44988313;45219182;44403119;45235201;43317425;43339881;43241856;44239561;45266104;43880424,44922077;45095425;45215996;45266104;44229900;45162235;44843875;44130737;44707165;45017137
rs_300221,usr_1088,"cần mua nhà đất 2 phòng ngủ ở Phường Bình Thạnh để ở, dưới 2.7 tỷ, gần trường học",1,45246408,45246408;45232003;45261561;45158302;44147966;45218954;45211234;45043691;45159379;43410630,45266795;45246408;45264187;45266012;44992813;43727121;44623799;45025539;44895620;43927551
rs_300222,usr_1089,"nhà đất Phường An Khánh dưới 2.9 tỷ cho gia đình, 2 phòng ngủ, gần trường học",3,45153972;44516802;44464713,44508062;45178550;43955966;45174323;45153972;44516802;44464713;45032566;34061984;40990762,45153972;45040043;42091112;45040159;44427897;44516802;44464713;45052563;45114247;44620727
rs_300223,usr_1089,"nhà đất Phường An Khánh dưới 2.9 tỷ cho gia đình, 2 phòng ngủ, gần trường học",1,45153972,44508062;45178550;43955966;45174323;45153972;44516802;44464713;45032566;34061984;40990762,45153972;45052563;44850086;44333099;44522657;45082255;44532561;44043317;43883712;45040043
rs_300224,usr_1090,"tìm nhà đất Phường Thông Tây Hội dưới 5.6 tỷ gần trường học, 2 phòng ngủ, gần metro",5,45240363;45088684;44961717;44800993;45265868,44790683;45240363;45157309;45046696;45088684;44979444;44506594;44961717;44800993;45265868,45256206;45265868;45132591;45269042;45256356;45255230;45088684;44800993;44961717;45240363
rs_300225,usr_1090,"nhà đất Phường Phú Lợi dưới 5.6 tỷ cho gia đình, 2 phòng ngủ, gần metro",2,45058561;44980619,45184357;45058561;44980619;44833424;45148629;40340780;45195893;45071367;44935352;45070876,44980619;45058561;45192745;45221343;45194695;45196417;45116396;45085394;45085834;45097499
rs_300226,usr_1090,"nhà đất Phường Thông Tây Hội dưới 5.6 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần metro",5,45046696;45088684;44961717;44800993;45265868,44790683;45240363;45157309;45046696;45088684;44979444;44506594;44961717;44800993;45265868,45256206;45132591;45265868;45269042;45256356;45255230;45088684;44800993;44961717;45046696
rs_300227,usr_1091,"cần thuê nhà đất Phường An Hội Tây full nội thất, dưới 7.8 tỷ, 3 phòng ngủ, gần trường học",0,,45247172;45128479;44994010;45005291;45019732;45019731;44958631;45116925;44102172;43499957,45075817;45071367;45251031;45267089;45266627;45085092;45258990;45255747;45256975;45102022
rs_300228,usr_1091,"cần thuê nhà đất Phường An Hội Tây full nội thất, dưới 7.8 tỷ, 3 phòng ngủ, gần trường học",0,,45247172;45128479;44994010;45005291;45019732;45019731;44958631;45116925;44102172;43499957,45075817;45071367;45267089;45251031;45266627;45085092;45241462;45258990;45180898;45256975
rs_300229,usr_1092,"thuê nhà đất Phường Phú Nhuận 1 phòng ngủ dưới 24.7 tỷ, gần bến xe buýt",1,44939112,45263166;43775385;45214659;45261537;45189864;45036689;44939112;45025194;45267558;45158956,45272297;44939112;45252566;44994255;45265897;45266757;45255723;45252747;45075183;45266718
rs_300230,usr_1092,"thuê nhà đất Phường Phú Nhuận 1 phòng ngủ dưới 24.7 tỷ, gần bến xe buýt",1,44939112,45263166;43775385;45214659;45261537;45189864;45036689;44939112;45025194;45267558;45158956,45075183;45272297;44939112;45252566;44994255;45265897;45266757;45255723;45252747;45266718
rs_300231,usr_1093,"căn hộ Phường Long Bình dưới 2.4 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần trường học",1,45266104,44988313;45219182;44403119;45235201;43317425;43339881;43241856;44239561;45266104;43880424,45266104;43537623;44397902;43321672;44748012;44350831;43572439;44286055;45144378;44048727
rs_300232,usr_1093,"nhà ở Phường Tam Thắng thoáng mát 2pn, dưới 2.4 tỷ, gần trường học",2,45251420;45246268,44890833;45130372;45080508;43011177;45194190;44777477;44765040;45004368;45251420;45246268,45251420;44914549;45263889;44772974;44146411;45246268;45179386;45158517;44922077;43403469
rs_300233,usr_1093,"căn hộ Phường Long Bình dưới 2.4 tỷ cho gia đình, 2 phòng ngủ, gần trường học",1,45266104,44988313;45219182;44403119;45235201;43317425;43339881;43241856;44239561;45266104;43880424,45266104;43537623;44397902;44748012;43321672;44350831;43572439;44286055;44048727;43960856
rs_300234,usr_1094,"nhà ở Phường Tân Sơn Hòa thoáng mát 1pn, dưới 2.4 tỷ, có hồ bơi",4,42045091;45260350;44793585;45108854,42045091;45260350;44756621;44432789;44445558;44793585;45160107;45246455;45108854;44538856,45260350;42045091;44793585;45210079;45205934;45108854;45019799;44454285;45037137;45224513
rs_300235,usr_1094,"cần mua nhà đất 1 phòng ngủ ở Phường Tân Sơn Hòa để ở, dưới 2.4 tỷ, có hồ bơi",0,,42045091;45260350;44756621;44432789;44445558;44793585;45160107;45246455;45108854;44538856,44986524;44887604;45224442;45052563;45137809;44816319;44626770;41641818;44557949;43839734
rs_300236,usr_1095,"mua căn hộ đầu tư ở Phường Cầu Ông Lãnh pháp lý rõ ràng, dưới 7.9 tỷ, 2 phòng ngủ, gần trường học",2,45104453;44840033,45104453;44870935;44888200;45057652;44840033;44976878;44483330;44791321;43927670;44391654,44130737;44840033;43161489;45042172;45165004;45104453;44238591;45067704;45165437;44596035
rs_300237,usr_1095,"nhà đất Phường Hòa Hưng dưới 7.9 tỷ cho thuê lại được, 2 phòng ngủ, gần trường học",6,45255223;45230335;45228388;45224178;45255963;45263608,45255223;45144302;45230335;45228388;45224178;45189972;45255963;44140279;45263608;44059695,45255223;45255963;43903589;43598350;45228388;45263608;45224178;45177740;45230335;44859306
rs_300238,usr_1096,"nhà ở Phường Phú Thạnh thoáng mát 2pn, dưới 7.9 tỷ, gần trường học",3,45268305;45223742;45144435,45268305;45223742;45144435;45255721;44995325;45186794;45186361;45182579;45158736;45176450,45268305;45223742;45082489;45144435;45143212;45166701;45197190;45202146;44935352;45099274
rs_300239,usr_1096,"nhà đất Phường Thủ Đức dưới 7.9 tỷ cho gia đình, 2 phòng ngủ, gần trường học",3,45236756;45138441;45157460,45236756;44417445;45050074;45072572;45138441;45157561;45157460;45220153;45205916;43015737,45070876;45267067;45157460;44951460;45097287;40970351;45138441;45236756;45136396;45210546
rs_300240,usr_1096,"tìm nhà đất Phường Bình Tân dưới 7.9 tỷ gần trường học, 2 phòng ngủ",1,45269300,45074990;45080258;45066544;44928768;45007564;45269300;45242353;45116282;45118179;45232540,45250342;45256146;45256250;45269300;45050264;45256231;45270265;45250656;45256237;45257711
rs_300241,usr_1097,"cần mua nhà đất 3 phòng ngủ ở Phường Hiệp Bình để ở, dưới 2.1 tỷ, gần trường học",4,40970351;44951460;45097287;40489660,40970351;44951460;45097287;45101591;40489660;43751182;41316802;44407311;44866741;44869986,44348441;45096611;44951460;45097287;44963337;39130038;40970351;45232121;40489660;45144414
rs_300242,usr_1097,"tìm nhà đất Phường Hiệp Bình dưới 2.1 tỷ gần trường học, 3 phòng ngủ",5,40970351;44951460;45097287;40489660;43751182,40970351;44951460;45097287;45101591;40489660;43751182;41316802;44407311;44866741;44869986,44348441;44951460;45096611;45097287;44963337;40970351;39130038;45232121;40489660;43751182
rs_300243,usr_1097,"nhà đất Phường Hiệp Bình dưới 2.1 tỷ cho vợ chồng mới cưới, 3 phòng ngủ, gần trường học",4,40970351;44951460;45097287;40489660,40970351;44951460;45097287;45101591;40489660;43751182;41316802;44407311;44866741;44869986,44951460;44348441;45097287;45096611;45232121;44963337;44804938;40489660;45073914;40970351
rs_300244,usr_1098,"căn hộ Phường Bình Hòa dưới 2.3 tỷ cho vợ chồng mới cưới, 3 phòng ngủ, gần trường học",2,44986315;44922077,43228481;42818522;45158878;45186439;45228050;44986315;45244830;45261874;44922077;45073124,44922077;45240735;43839734;45100152;44468549;44786591;44432528;44986315;43825788;44133946
rs_300245,usr_1098,"căn hộ Phường Bình Hòa dưới 2.3 tỷ cho vợ chồng mới cưới, 3 phòng ngủ, gần trường học",2,44986315;44922077,43228481;42818522;45158878;45186439;45228050;44986315;45244830;45261874;44922077;45073124,43919030;42023574;45240735;43839734;44922077;44986315;45223376;44623291;44432528;43825788
rs_300246,usr_1098,"nhà ở Phường Bình Hòa thoáng mát 3pn, dưới 2.3 tỷ, gần trường học",1,44922077,43228481;42818522;45158878;45186439;45228050;44986315;45244830;45261874;44922077;45073124,45215996;45066544;44493837;44922077;43229879;44585936;44889787;45145693;45184357;45246408
rs_300247,usr_1099,"cần thuê nhà đất Phường Thới Hòa full nội thất, dưới 2.7 tỷ, 3 phòng ngủ, gần trường học",3,45188401;45270308;45255987,45224442;45188401;45215745;45251079;45229877;45228729;45270308;45255987;44244182;45244241,45270308;44425728;45255987;45188401;45224178;45253098;44366917;44704691;44890363;45238719
rs_300248,usr_1099,"nhà đất Phường Thới Hòa dưới 2.7 tỷ cho thuê gần metro, 3 phòng ngủ, gần trường học",4,45188401;45251079;45270308;45255987,45224442;45188401;45215745;45251079;45229877;45228729;45270308;45255987;44244182;45244241,45270308;45255987;45251079;45188401;45224178;44366917;45145693;45058561;39387596;45189306
rs_300249,usr_1100,"thuê nhà đất Phường Tân Sơn Nhì 2 phòng ngủ dưới 2.3 tỷ, gần trường học",6,45268290;45088511;45223953;45267186;45139147;45056721,45268290;45088511;45223899;45223953;45024829;45267186;45142009;45139147;45056721;44218641,45267186;45268290;45137965;45088511;45056721;45223466;45113537;45223953;45139147;44443389
rs_300250,usr_1100,"thuê nhà đất Phường Tân Sơn Nhì 2 phòng ngủ dưới 2.3 tỷ, gần trường học",7,45268290;45088511;45223953;45267186;45139147;45056721;44218641,45268290;45088511;45223899;45223953;45024829;45267186;45142009;45139147;45056721;44218641,45267186;45268290;45088511;45056721;45137965;45139147;45223953;45223466;44218641;45113537
rs_300251,usr_1101,"tìm nhà đất Phường Vũng Tàu dưới 5.5 tỷ tiềm năng tăng giá, 2 phòng ngủ, gần trường học",3,43122633;44958409;45251169,43122633;44958409;45212454;45186062;44751866;44775919;45105664;45249483;45251169;45197030,42177453;44958409;43122633;45251420;45251169;45251488;44468892;41019599;43427039;45184337
rs_300252,usr_1101,"mua nhà đất đầu tư ở Phường Vũng Tàu pháp lý rõ ràng, dưới 5.5 tỷ, 2 phòng ngủ, gần trường học",2,45249483;45251169,43122633;44958409;45212454;45186062;44751866;44775919;45105664;45249483;45251169;45197030,45249483;45162550;42177453;45251488;45251169;45251420;45263889;44931890;44468892;44146411
rs_300253,usr_1101,"mua nhà đất đầu tư ở Phường Vũng Tàu pháp lý rõ ràng, dưới 5.5 tỷ, 2 phòng ngủ, gần trường học",2,45249483;45251169,43122633;44958409;45212454;45186062;44751866;44775919;45105664;45249483;45251169;45197030,45249483;45162550;42177453;45251488;45251169;45251420;45263889;44931890;44468892;44146411
rs_300254,usr_1102,"mua căn hộ đầu tư ở Phường Cát Lái pháp lý rõ ràng, dưới 7.2 tỷ, 1 phòng ngủ, gần trung tâm thương mại",0,,44400338;44400867;43849134;45173212;45209882;45189772;45011469;45157943;44971549;44607260,45032566;45189967;44632413;44532012;40990762;45266104;44130737;44622948;39130038;44881140
rs_300255,usr_1102,"mua nhà đất đầu tư ở Phường Tân Mỹ pháp lý rõ ràng, dưới 7.2 tỷ, 1 phòng ngủ, gần trung tâm thương mại",7,45271919;43695382;44817698;44066956;45247724;44046412;45197239,45271919;43113947;43695382;44817698;44066956;44494201;45247724;44046412;45197239;45231990,44046412;45271919;45054943;43695382;44066956;44817698;45266829;45233939;45197239;45247724
